codigo eusan;nombre cliente;nombre del producto;nombre del estante;codigo de barras
6-38-0-4981;CENTRAL VETERINARIA S.A;BOBINA TOTAL NUTRICION PAVO Y ARROZ ADULTO 4 KG/ 01-03-0326COD ;;16067
6-12-0-3060;CENTRAL VETERINARIA S.A;BOLSA DOY PACK KIND REWARDS MIT FLAVOR/ COD 01-03-431;;16106
6-12-0-3062;CENTRAL VETERINARIA S.A;BOLSA DOY PACK KIND REWARDS BEEF FLAVOR/ COD 01-03-433;;16108
6-12-0-5021;CENTRAL VETERINARIA S.A;DOY PACK KIND REWARDS JERKY STICKS 20OZ 03-0386;;16298
6-0-0-3921;CENTRAL VETERINARIA S.A;DOY PACK KIND REWARDS BACON SIZZLERS50OZ/COD01-03-0491;;16563
6-38-0-5150;CENTRAL VETERINARIA S.A;BOBINA TOTAL NUTRICION PAVO Y AVENA  (CACHORRO 4 KG) 01-03-0328;;16854
6-13-0-5124;CENTRAL VETERINARIA S.A;DOY PACK IMPRESA TOCINETA, CRUPIS/ COD 01-03-0126;;16877
6-13-0-5192;CENTRAL VETERINARIA S.A;DOY PACK FURTRITION JERKY STICKS 25 OZ / COD 01-03-0574;;17188
6-15-0-5193;CENTRAL VETERINARIA S.A;DOY PACK FURTRITION JERKY STRIPS 25 OZ/ CD 01-03-0575;;17189
6-12-0-5194;CENTRAL VETERINARIA S.A;DOY PACK FURTRITION JERKY BITES BEEF  12 ONZ/ COD  01-03-0576;;17190
6-12-0-5195;CENTRAL VETERINARIA S.A;DOY PACK FURTRITION JERKY BITES CHIKEN 12 OZ/ COD 01-03-0577;;17191
6-13-0-5203;CENTRAL VETERINARIA S.A;DOY PACK HUESOS SUPER PERRO 200G;;17329
6-12-0-5301;CENTRAL VETERINARIA S.A;DOY PACK KIND REWARDS BACON SIZZLERS50OZ/COD01-03-0491 SIN PRECIO;;17886
6-12-0-5345;CENTRAL VETERINARIA S.A;DOG WHISPERER PRIME CUTS/ COD 01-03-0451;;17930
6-14-0-5348;CENTRAL VETERINARIA S.A;DOG WHISPERER JERKY STICKS BEEF / COD 01-03-0453;;17931
6-14-0-5349;CENTRAL VETERINARIA S.A;DOG WHISPERER BAC N SIZZLERD/ COD 01-03-0450;;17932
6-14-0-5350;CENTRAL VETERINARIA S.A;DOG WHISPERER TRAINING TREATS PEANUT BUTTER/ COD 01-03-0456;;17933
6-12-0-5343;CENTRAL VETERINARIA S.A;DOY PACK DOG WHISPERER KABOB BITES 24 OZ/ COD 01-03-587;;17967
6-12-0-5344;CENTRAL VETERINARIA S.A;DOY PACK DOG WHISPERER DOG WRAPS 24 OZ;;17968
6-12-0-5393;CENTRAL VETERINARIA S.A;KIND REWARDS BAC N SIZZLERS 20OZ/ COD 01-03-0384;;18101
6-12-0-5394;CENTRAL VETERINARIA S.A;BOLSA DOY PACK KIND REWARDS CHIKEN FLAVOR/ COD 01-03-432;;18118
6-12-0-5435;CENTRAL VETERINARIA S.A;DOY PACK WHISPERER DENTAL STICKS CHIKEN/ 01-03-0505;;18260
6-12-0-5436;CENTRAL VETERINARIA S.A;DOY PACK DOG WHISPERER DENTAL STICK BEFF / 01-03-0506;;18262
6-12-0-5434;CENTRAL VETERINARIA S.A;DOY PACK WHISPERER DENTAL STICKS FRESH/ 01-03-0504;;18263
6-12-0-5418;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA BACON SIZZLERS 50 OZ/ COD 01-03-0597;;18267
6-12-0-5426;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA MEATY BONES 20OZ/ COS 01-03-0601;;18277
6-12-0-5427;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA PRIME CUTS 20OZ/ COD 01-03-0599;;18278
6-8-0-5424;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA DENTAL STICKS 16OZ / COD 01-03-0591;;18279
6-8-0-5423;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA KABOB BITES 20 OZ/ COD 01-03-0592;;18283
6-12-0-5422;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA JERKY STICKS 20 OZ/ COD 01-03-0593;;18287
6-12-0-5421;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA DOG WRAPS/ COD 01-03-0594;;18288
6-12-0-5420;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA JERKY STICKS 50OZ/ COD 01-03-0598;;18289
6-12-0-5419;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA PRIME CUTS 50OZ/ COD 01-03-0596;;18290
6-8-0-5425;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA BACON SIZZLERS 20OZ/ COD 01-03-0595;;18291
6-12-0-5428;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA JERKY BITES 20OZ / COD01-03-0600;;18292
6-12-0-5474;CENTRAL VETERINARIA S.A;DOY PACK KIND REWARDS DOG WRAPS OZ/ COD 01-03-0603;;18603
6-12-0-5475;CENTRAL VETERINARIA S.A;DOY PACK KIND REWARDS JERKY STIKS 50OZ/ COD 01-03-0604;;18731
6-12-0-5524;CENTRAL VETERINARIA S.A;BROOKIYN PET GEAR / MEAT BONES 20OZ/ cod 01-03-0615;;18864
6-12-0-5526;CENTRAL VETERINARIA S.A;BROOKIYN PET GEAR / T- BONES 20OZ/ cod 01-03-0616;;18866
6-12-0-5528;CENTRAL VETERINARIA S.A;P.Q.M.PETS / T -BONES  20 OZ/ cod  01-03-0613;;18941
6-12-0-5529;CENTRAL VETERINARIA S.A;P.Q.M.PETS /  MEAT BONES  20 OZ/ cod 01-03-0612;;18943
6-12-0-5532;CENTRAL VETERINARIA S.A; PLAYPEN SOFT CHEW DOG TREATS /T- BONES BEEF FLAVORED 20 OZ / cod  01-03-0619;;18944
6-12-0-5530;CENTRAL VETERINARIA S.A; PLAYPEN SOFT CHEW DOG TREATS / MEAT BONES BEEF FLAVORED 20 OZ/ cod 01-03-0618;;18945
6-12-0-5537;CENTRAL VETERINARIA S.A;HONEST VALLEY  PRIME CUST 20OZ/ cod 01-03-0621;;18946
6-12-0-5535;CENTRAL VETERINARIA S.A;HONEST VALLEY KABOB BITES 20O cod 01-03-0623;;18947
6-12-0-5534;CENTRAL VETERINARIA S.A;HONEST VALLEY JERKY STICKS 20OZ / cod 01-03-0624;;18948
6-12-0-5527;CENTRAL VETERINARIA S.A;P.Q.M.PETS / JERKY STRIPS 20 OZ/ cod 01-03-0614;;18949
6-12-0-5525;CENTRAL VETERINARIA S.A;BROOKIYN PET GEAR / JERKY STRIPS  20OZ/ cod 01-03-0617;;18950
6-12-0-5531;CENTRAL VETERINARIA S.A; PLAYPEN SOFT CHEW DOG TREATS / JERKY STYRIPS BEEF FLAVORED 20 OZ/ cod 01-03-0620;;18951
6-12-0-5536;CENTRAL VETERINARIA S.A;HONEST VALLEY  BACON SIZZLERS 20OZ/ cod 01-03-0622;;18952
6-12-0-5575;CENTRAL VETERINARIA S.A;DOY PACK KIND REWARDS BACON SIZZLERS 50OZ CON PRECIO/ COD 01-03-0628;;19049
6-38-0-5672;CENTRAL VETERINARIA S.A;BOBINA TOTAL NUTRICION SALMON ( GATOS 4 KG) 01-03-0348;;19554
6-12-0-5760;CENTRAL VETERINARIA S.A;DOY PACK WHISPERER FILLED BONES PEANUT BETTER/ 01-03-0509;;19887
6-12-0-5765;CENTRAL VETERINARIA S.A;DOG WHISPERER JERKY BITES BEEF/ COD 01-03-0455;;19888
6-12-0-5761;CENTRAL VETERINARIA S.A;DOY PACK WHISPERER FILLED BONES BACON CHESE /01-03-0508;;19896
6-14-0-5764;CENTRAL VETERINARIA S.A;DOG WHISPERER TRAINING TREATS PEANUT BUTTER/ COD 01-03-0456;;19897
6-12-0-5763;CENTRAL VETERINARIA S.A;DOG WHISPERER  TRAINING TREATS SALMON/ COD 01-03-0458;;19898
6-12-0-5762;CENTRAL VETERINARIA S.A;DOY PACK WHISPERER FILLED BONES CHIKEN/ 01-03-0507;;19899
6-12-0-5812;CENTRAL VETERINARIA S.A;DOG WHISPERER TRAINING TREATS BACON/ COD 01-03-0457;;20105
6-12-0-5813;CENTRAL VETERINARIA S.A;DOG WHISPERER TRAINING TREATS CHIKEN/ COD 01-03-0459;;20106
6-12-0-5842;CENTRAL VETERINARIA S.A;DOY PACK PRKCHOP BACON STRIPS 16OZ/ COD 01-03-0654;;20329
6-12-0-5843;CENTRAL VETERINARIA S.A;DOY PACK PORKCHOP JERKY STRICKS/ COD 01-03-0651;;20330
6-12-0-5862;CENTRAL VETERINARIA S.A;DOY PACK BROOKIYN PET GREAN /BONES BITES 20OZ, NAVIDAD/ COS 01-03-0657;;20497
6-12-0-5844;CENTRAL VETERINARIA S.A;DOY PACK PORKCHOP BEEF BITES 16 OZ/ COD 01-03-0652;;20339
6-12-0-5845;CENTRAL VETERINARIA S.A;DOY PACK PORKCHOP BEEF AND BACON;;20340
6-12-0-5849;CENTRAL VETERINARIA S.A;DOY PACK PORKCHOP MEAT BONES/ COD 01-03-0650;;20344
6-12-0-5850;CENTRAL VETERINARIA S.A;DOY PACK DENTAL STICKS/ COD 01-03-0655;;20347
6-12-0-5851;CENTRAL VETERINARIA S.A;DOP PACK PORKCHOP BITES/ COD 01-03-0649;;20373
6-12-0-5863;CENTRAL VETERINARIA S.A;DOY PACK BROOKIYN PET GEAR/ JERKY BITES 20OZ/ COD 01-03-0658;;20389
6-12-0-5912;CENTRAL VETERINARIA S.A;DOY PACK DOG WHISPERER HOLIDAY JERKY STICKS BEEF 24 OZ/ COD 01-03-0667;;20495
6-12-0-5915;CENTRAL VETERINARIA S.A;DOY PACK DOG WHISPERER HOLIDAY JERKY STIKS CHIKEN OZ/ COD  01-03-0670;;20496
6-12-0-5914;CENTRAL VETERINARIA S.A;DOY PACK DOG WHISPERER HOLIDAY PRIME CUTS 24 OZ/ COD 01-03-0669;;20502
6-12-0-5913;CENTRAL VETERINARIA S.A;DOY PACK DOG WHISPERER HOLIDAY BAC N SIZZLERSN 24 OZ/ COD 01-03-0668;;20503
6-12-0-5916;CENTRAL VETERINARIA S.A;DOY PACK DOG WHISPERER HOLIDAY TRAINING TREATS BACON 12 OZ/ COD 01-03-0671;;20524
6-14-0-5921;CENTRAL VETERINARIA S.A;Doy Pack Dog Whisperer SantaÂ´s Treats 20 oz/ cod 01-03-0672-0000-0000;;20525
6-12-0-5923;CENTRAL VETERINARIA S.A;DOY PACK PIRKCHOP MEAT BALL PUFF 16 OZ/ COD 01-03-0656;;20630
6-38-0-5928;CENTRAL VETERINARIA S.A;BOBINA SUPER PERRO CORDERO 5 KG/ 01-03-0679;;20633
6-38-0-5927;CENTRAL VETERINARIA S.A;BOBINA SUPER PERRO CORDERO 2 KG / COD 1-03-00678;;20680
6-12-0-5956;CENTRAL VETERINARIA S.A;BOLSA DOY PACK KIND REWARDS KABOB BITES 01-03-0387;;20727
6-12-0-5975;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA FARMS TRAINING TREATS CHIKEN 10OZ/ COD 01-03-0682;;20841
6-12-0-5976;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTAFARMS TRAINING BACON 10OZ/ COD 01-03-0683;;20842
6-12-0-5977;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA FARMS TRAINING TREATS PEANUT BUTTER 10OZ / COD 01-03-00681;;20853
6-38-0-5988;CENTRAL VETERINARIA S.A;BOBINA SUPER PERRO CLASICO2 KG/ COD01-03-01-0136;;20870
6-38-0-5989;CENTRAL VETERINARIA S.A;BOBINA SP CACHORRO 5KG/ 01-03-0170;;20871
6-38-0-5987;CENTRAL VETERINARIA S.A;BOB SUPER PERRO CACHORRO 2 KG/ COD 01-03-0071;;20872
6-38-0-5990;CENTRAL VETERINARIA S.A;BOBINA SUPER PERRO CLASICO 5 KG/ COD 01-03-0218;;20874
6-12-0-5984;CENTRAL VETERINARIA S.A;BOLSA DOY PACK KIND REWARDS DOG WRAPS 01-03-0388;;20936
6-13-0-5986;CENTRAL VETERINARIA S.A;DOY PACK IMPRESA CHULETAS 170G/ COD 01-03-0127;;21047
6-12-0-6048;CENTRAL VETERINARIA S.A;KIND REWARDS BAC N SIZZLERS 20OZ/ COD 01-03-0384;;21242
6-12-0-6049;CENTRAL VETERINARIA S.A;DOY PACK KIND REWARDS PRIME CUTS 20OZ/ 01-03-0385;;21243
6-12-0-3294;CENTRAL VETERINARIA S.A;BOLSA DOY PACK KIND REWARDS JERKY STICK 01-03-0469;;21472
6-12-0-6133;CENTRAL VETERINARIA S.A;BOLSA DOY PACK KIND REWARDS MIT FLAVOR/ COD 01-03-431;;21532
6-12-0-6134;CENTRAL VETERINARIA S.A;BOLSA DOY PACK KIND REWARDS BEEF FLAVOR/ COD 01-03-433;;21670
6-12-0-6250;CENTRAL VETERINARIA S.A;DOY PACK BARK BITES KABOB BITES 20OZ / COD 01-030692;;22210
6-12-0-6251;CENTRAL VETERINARIA S.A;DOY PACK BARK BITES PRIME CUTS 20OZ/ COD 01-03-0693;;22211
6-12-0-6252;CENTRAL VETERINARIA S.A;DOY PACK BARK BITES DOG WRAPS 20 OZ / COD 01-03-0694;;22212
6-12-0-6253;CENTRAL VETERINARIA S.A;DOY PACK BARK BITES BAC N SIZZLERS 20OZ / COD 01-03-0695;;22213
6-12-0-6329;CENTRAL VETERINARIA S.A;DOY PACK BARK BITES KABOB BITES 20OZ / COD 01-030692;;22413
6-12-0-6330;CENTRAL VETERINARIA S.A;DOY PACK BARK BITES PRIME CUTS 20OZ/ COD 01-03-0693;;22414
6-12-0-6331;CENTRAL VETERINARIA S.A;DOY PACK BARK BITES DOG WRAPS 20 OZ / COD 01-03-0694;;22415
6-12-0-6332;CENTRAL VETERINARIA S.A;DOY PACK BARK BITES BAC N SIZZLERS 20OZ / COD 01-03-0695;;22416
6-13-0-6346;CENTRAL VETERINARIA S.A;DOY PACK CEPILLITOS CRUPIS 170G/ COD 01-03-0158;;22703
6-8-0-6383;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA KABOB BITES 20 OZ/ COD 01-03-0592;;22704
6-12-0-6384;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA DOG WRAPS/ COD 01-03-0594;;22705
6-12-0-6385;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA PRIME CUTS 20OZ/ COD 01-03-0599;;22706
6-12-0-6386;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA JERKY STICKS 20 OZ/ COD 01-03-0593;;22728
6-8-0-6387;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA DENTAL STICKS 16OZ / COD 01-03-0591;;22729
6-12-0-6388;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA PRIME CUTS 50OZ/ COD 01-03-0596;;22730
6-12-0-6389;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA BACON SIZZLERS 50 OZ/ COD 01-03-0597;;22731
6-12-0-6390;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA JERKY BITES 20OZ / COD01-03-0600;;22732
6-12-0-6391;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA MEATY BONES 20OZ/ COS 01-03-0601;;22733
6-12-0-6392;CENTRAL VETERINARIA S.A;DOY PACK DOG WHISPERER DOG WRAPS 24 OZ 01-03-0588;;22734
6-12-0-6393;CENTRAL VETERINARIA S.A;DOY PACK DOG WHISPERER KABOB BITES 24 OZ/ COD 01-03-587;;22735
6-13-0-6362;CENTRAL VETERINARIA S.A;DOY PACK IMPRESA TOCINETA, CRUPIS/ COD 01-03-0126;;22756
6-13-0-6364;CENTRAL VETERINARIA S.A;DOY PACK TROCITOS DE RES CRUPIS/ COD 01-063-0159;;22780
6-13-0-6363;CENTRAL VETERINARIA S.A;DOY PACK IMPRESA CHULETAS 170G/ COD 01-03-0127;;22781
6-12-0-6373;CENTRAL VETERINARIA S.A;DOY PACK KIND REWARDS JERKY BITES 20OZ/ COD 01-03-0403;;22784
6-12-0-6433;CENTRAL VETERINARIA S.A;DOG WHISPERER JERKY STICKS CHIKEN/ COD 01-03-0452;;23006
6-12-0-6437;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA JERKY STICKS 50OZ/ COD 01-03-0598;;23003
6-14-0-6436;CENTRAL VETERINARIA S.A;DOG WHISPERER BAC N SIZZLERD/ COD 01-03-0450;;23004
6-12-0-6434;CENTRAL VETERINARIA S.A;DOG WHISPERER JERKY BITES CHIKEN/ COD 01-03-0454;;23007
6-12-0-6435;CENTRAL VETERINARIA S.A;DOG WHISPERER PRIME CUTS/ COD 01-03-0451;;23008
6-39-0-6430;CENTRAL VETERINARIA S.A;PRUEBA LIOFILIZADO CRUDO;;23021
6-38-0-6431;CENTRAL VETERINARIA S.A;prueba 10 kg;;23022
6-13-0-6532;CENTRAL VETERINARIA S.A;DOY PACK IMPRESA ROLLITOS/ COD 1-03-0125;;23412
6-14-0-6533;CENTRAL VETERINARIA S.A;DOG WHISPERER JERKY STICKS BEEF / COD 01-03-0453;;23413
6-49-0-6553;CENTRAL VETERINARIA S.A;BOLSA PARA DESINFECTANTE AROMA CITRICOS 750MI/ COD 02-03-0124;;23481
6-12-0-6550;CENTRAL VETERINARIA S.A;DOY PACK KIND REWARDS PRIME CUTS 50OZ/ COD 01-03-0704;;23562
6-12-0-6552;CENTRAL VETERINARIA S.A;DOY PACK KIND REWARDS KABOB BITES 50OZ/ COD 01-03-0705;;23564
6-12-0-6551;CENTRAL VETERINARIA S.A;DOY PACK BARK BITES JERKY STIKS 20 OZ/ COD 01-03-0706;;23600
6-12-0-6596;CENTRAL VETERINARIA S.A;DOG WHISPERER  TRAINING TREATS SALMON/ COD 01-03-0458;;23664
6-12-0-6634;CENTRAL VETERINARIA S.A;DOY PACK HUESITOS CRUPIS 170G/ COD 01-03-0133;;23980
6-12-0-6635;CENTRAL VETERINARIA S.A;DOY PACK BARK BITES MEATY 20OZ/ COD 01-03-0712;;23981
6-12-0-6636;CENTRAL VETERINARIA S.A;DOY PACK BARJK BITES BEEF, CHESSE 20OZ/ COD 01-03-0713;;23990
6-12-0-6637;CENTRAL VETERINARIA S.A;DOY PACK BARK BITES  FILET MIGNON/ COD 01-03-0714;;23991
6-12-0-6639;CENTRAL VETERINARIA S.A;DOY PACK BARK BITES JERKY BITES 20 OZ/ 01-03-0711;;23992
6-38-0-6649;CENTRAL VETERINARIA S.A;BOBIBA TOTAL NUTRICIOM SENIOR  2 KG/ cod 01-03-0701;;24002
6-12-0-6672;CENTRAL VETERINARIA S.A;DOG WHISPERER JERKY BITES BEEF/ COD 01-03-0455;;24025
6-8-0-6673;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA BACON SIZZLERS 20OZ/ COD 01-03-0595;;24031
6-60-0-6695;CENTRAL VETERINARIA S.A;Bolsa para Desinfectante Aroma Lavanda 750 ml/ COD 02-03-0125;;24105
6-60-0-6697;CENTRAL VETERINARIA S.A;Bolsa para Desinfectante Aroma Brisas del Bosque 750 ml/ cod 02-03-0126;;24106
6-38-0-6703;CENTRAL VETERINARIA S.A;BOBINA TOTAL NUTRICION SENIOR 4 KG/ COD 01-03-0702;;24196
6-38-0-6702;CENTRAL VETERINARIA S.A;BOLSA TOTAL NUTRICION SENIOR 10KG/ COD 01-03-0703;;24203
6-49-0-6719;CENTRAL VETERINARIA S.A;BOLSA PARA DESINFECTANTE AROMA CITRICOS 750MI/ COD 02-03-0124;;24376
6-38-0-6736;CENTRAL VETERINARIA S.A;BOBIBA TOTAL NUTRICIOM SENIOR  2 KG/ cod 01-03-0701;;24411
6-38-0-6737;CENTRAL VETERINARIA S.A;BOBINA TOTAL NUTRICION SENIOR 4 KG/ COD 01-03-0702;;24412
6-12-0-6757;CENTRAL VETERINARIA S.A;DOY PACK KIND REWARDS DENTIS MULTI FLAVORES 16 OZ/ COD 01-03-0407;;24495
6-12-0-6824;CENTRAL VETERINARIA S.A;DOY PACK WHISPERER STEAKS BITES 24 OZ/ COD 01-03-0722;;24824
6-12-0-6867;CENTRAL VETERINARIA S.A;DOY PACK DOG WHISPERER HOLIDAY PRIME CUTS 24 OZ/ COD 01-03-0669;;24832
6-14-0-6868;CENTRAL VETERINARIA S.A;Doy Pack Dog Whisperer SantaÂ´s Treats 20 oz/ cod 01-03-0672-0000-0000;;24833
6-12-0-6869;CENTRAL VETERINARIA S.A;DOY PACK DOG WHISPERER HOLIDAY JERKY STIKS CHIKEN OZ/ COD  01-03-0670;;24834
6-12-0-6870;CENTRAL VETERINARIA S.A;DOY PACK DOG WHISPERER HOLIDAY JERKY STICKS BEEF 24 OZ/ COD 01-03-0667;;24835
6-12-0-6825;CENTRAL VETERINARIA S.A;DOY PACK WHISPERER MEATY BONES 24 OZ/ COD 01-03-0724;;24836
6-12-0-6826;CENTRAL VETERINARIA S.A;DOY PACK DOG WHISPERER FILET MIGNON 24 OZ / COD 01-03-0723;;24837
6-12-0-6827;CENTRAL VETERINARIA S.A;DOY PACK HOLIDAY BELLA VISTA BACON SIZZLERS 20OZ/ COD 01-03-0716;;24858
6-12-0-6828;CENTRAL VETERINARIA S.A;DOY PACK HOLIDAY BELLA VISTA SANTA TREATS 20 OZ/ COD 01-03-0708;;24859
6-12-0-6829;CENTRAL VETERINARIA S.A;DOY PACK HOLIDAY BELLA VISTA PRIME CUTS 20 OZ/ COD 01-03-0717;;24910
6-12-0-6831;CENTRAL VETERINARIA S.A;DOY PACK HOLIDAY BELLA VISTA TRAINING TREATS PEANUT;;24911
6-12-0-6830;CENTRAL VETERINARIA S.A;DOY PACK HOLIDAY BELLA VISTA JERKY STICKS BEEF FLAVOR 20OZ/ COD 01-03-0710 ;;24928
6-38-0-6946;CENTRAL VETERINARIA S.A;Prueba clasico 2 kg;;25140
6-12-0-6957;CENTRAL VETERINARIA S.A;DOG WHISPERER TRAINING TREATS CHIKEN/ COD 01-03-0459;;25184
6-12-0-7211;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTA FARMS TRAINING TREATS PEANUT BUTTER 10OZ / COD 01-03-00681;;26283
6-38-0-7287;CENTRAL VETERINARIA S.A;BOBINA TOTAL NUTRICION CORDERO Y AVENA 2 KG/ CACHORRO COD 01-03-0322;;26690
6-12-0-7288;CENTRAL VETERINARIA S.A;DOY PACK TREATS ARTICULACIONES Y CADERA TOTAL NUTRICION 10 OZ/ COD 01-03-0736 TO;;26738
6-12-0-7289;CENTRAL VETERINARIA S.A;DOY PACK TRATS PIEL Y PELO TOTAL NUTRICION 10 ONZ/ COD 01-03-073;;26739
6-38-0-7342;CENTRAL VETERINARIA S.A;BOBINA SUPER PERRO CLASICO 5 KG/ COD 01-03-0218;;27035
6-38-0-7345;CENTRAL VETERINARIA S.A;BOBINA TN CORDERO Y ARROZ RAZAS PEQ 4 KG / COD 01-03-0553;;27045
6-38-0-7344;CENTRAL VETERINARIA S.A;BOB SUPER PERRO CACHORRO 2 KG/ COD 01-03-0071;;27046
6-38-0-7343;CENTRAL VETERINARIA S.A;BOBINA SUPER PERRO CLASICO2 KG/ COD01-03-01-0136;;27048
6-38-0-7346;CENTRAL VETERINARIA S.A;BOBINA TOTAL NUTRICION CORDERO Y ARROZ/ COD 01-03-0320;;27049
6-12-0-7351;CENTRAL VETERINARIA S.A;DOY PACK BELLA VISTAFARMS TRAINING BACON 10OZ/ COD 01-03-0683;;27052
6-12-0-7348;CENTRAL VETERINARIA S.A;Doy Pack Delights Jerky  Sticks 25 oz / cod 01-03-0752;;27060
6-12-0-7349;CENTRAL VETERINARIA S.A;Doy Pack Winner Dental Peanut Butter 16 oz / cod 01-03-0754;;27061
6-12-0-7350;CENTRAL VETERINARIA S.A;Doy Pack Winner Dental Sticks 16 oz / cod 01-03-0753;;27062
6-38-0-7464;CENTRAL VETERINARIA S.A;BOBINA TN SALMON Y AVENA 2 KG/ COD 01-03-0554;;27243
6-38-0-7563;CENTRAL VETERINARIA S.A;BOBINA TOTAL NUTRICION PAVO Y AVENA  (CACHORRO 4 KG) 01-03-0328;;27572
6-38-0-7564;CENTRAL VETERINARIA S.A;BOBINA SUPER PERRO LOVE BITES 2 KG/ COD 01-03-0303;;27573
6-38-0-7565;CENTRAL VETERINARIA S.A;BOBINA TN CORDERO Y AVENA  (CACHORRO 4 KG)/ COD 01-03-0327;;27574
6-38-0-7566;CENTRAL VETERINARIA S.A;BOB SUPER PERRO LOVE BITES 5 KG 01-03-0304;;27575
6-38-0-7568;CENTRAL VETERINARIA S.A;BOBINA SUPER PERRO CORDERO 2 KG / COD 1-03-00678;;27577
6-38-0-7570;CENTRAL VETERINARIA S.A;BOBINA SMALL BITES 1.5 KG/ COD 01-03-0146;;27578
6-38-0-7798;CENTRAL VETERINARIA S.A;BOBINA SUPER PERRO CORDERO 5 KG/ 01-03-0679;;28320
6-12-0-7817;CENTRAL VETERINARIA S.A;Doy Pack Bella Vista Filet Mignon 20 Oz/ COD 01-03-0760 ;;28428
6-38-0-8065;CENTRAL VETERINARIA S.A;BOBINA TOTAL NUTRICION CORDERO Y ARROZ  ADULTO 4 KG/ COD 01-03-0325;;29308
5-2-0-4902;CHIQUITA TROPICAL INGREDIENTS S.A;BOLSA AZUL 27+7+7*61*2 ;;15731
5-2-0-4900;CHIQUITA TROPICAL INGREDIENTS S.A;BOLSA AZUL 39*40*2.5 PULGADAS;;15732
5-2-0-4903;CHIQUITA TROPICAL INGREDIENTS S.A;BOLSA AZUL 5 GALONES 22*31*2.5;;15733
5-2-0-5431;CHIQUITA TROPICAL INGREDIENTS S.A;BOLSA AZUL 5 GALONES 22*31*2.5;;18178
5-2-0-5622;CHIQUITA TROPICAL INGREDIENTS S.A;BOLSA AZUL 5 GALONES 22*31*2.5;;19186
4-11-0-6469;CIRIACO MORENO Y COMPAÑIA SOCIEDAD ANONIMA;Bolsa Talco Desofamo;;23561
2-1-0-5118;COMAPAN SOCIEDAD ANONIMA;BOLSA 24.6X34 TRAN FUELLE 5CM;;16621
2-2-0-5111;COMAPAN SOCIEDAD ANONIMA;BOLSA 35 X 51.5/ COD 158463;;16622
2-2-0-5110;COMAPAN SOCIEDAD ANONIMA;BOLSA 32 X 79/ COD138366;;16623
2-2-0-5109;COMAPAN SOCIEDAD ANONIMA;bolsa 13 x 25/ COD 138267;;16624
2-2-0-5107;COMAPAN SOCIEDAD ANONIMA;bolsa 46 x 52 / cod 138253;;16625
2-2-0-5112;COMAPAN SOCIEDAD ANONIMA;lamina 40 x 60/ COD 138265;;16626
2-1-0-5113;COMAPAN SOCIEDAD ANONIMA;Bolsa Basura 100 x 175 x 3.5/ cod 138346;;16627
2-1-0-5117;COMAPAN SOCIEDAD ANONIMA;BOLSA 24.6X34 TRANS/ COD  210902;;16633
2-2-0-5108;COMAPAN SOCIEDAD ANONIMA;bolsa 30 x 35/ COD 138260;;16637
2-2-0-5106;COMAPAN SOCIEDAD ANONIMA;bolsa 40 x 83/ cod 138254;;16639
2-1-0-5081;COMAPAN SOCIEDAD ANONIMA;PRUEBA PREHORNEADOS 34CM X 22CM;;16644
2-1-0-5080;COMAPAN SOCIEDAD ANONIMA;PRUEBA BONETE 27CM X22.6CM;;16645
6-4-0-5246;COMAPAN SOCIEDAD ANONIMA;prueba 52cm;;17583
2-4-0-5591;COMAPAN SOCIEDAD ANONIMA;BOBINA LISA BOPP TRANSPARENTE/ COD 216454;;19114
2-4-0-5626;COMAPAN SOCIEDAD ANONIMA;BOBINA BOPP TRANSPARNTE 216454 46CM;;19189
6-4-0-5742;COMAPAN SOCIEDAD ANONIMA;prueba 52cm;;19825
2-1-0-5793;COMAPAN SOCIEDAD ANONIMA;prueba basura;;19998
2-4-0-5814;COMAPAN SOCIEDAD ANONIMA;BOBINA LISA BOPP  47.5CM ;;20075
